,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,diff_srv_rate,srv_diff_host_rate,dst_host_srv_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,attack,level
125230,0,tcp,finger,SF,8,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,15,0.36,0.09,0.13,0.0,normal,21
125232,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,18,1.0,0.07,0.0,18,0.08,0.0,0.0,0.0,neptune,21
125233,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.67,255,0.0,0.09,0.11,0.81,normal,21
125234,0,udp,domain_u,SF,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,0.0,0.0,0.0,205,0.01,0.0,0.0,0.0,normal,18
125237,13,tcp,other,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,portsweep,15
125238,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,10,1.0,0.06,0.0,10,0.07,0.01,0.0,0.0,neptune,18
125239,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,255,0.0,0.02,0.05,1.0,normal,21
125242,0,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.78,1.0,0.0,1.0,portsweep,15
125243,0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,242,0.01,0.0,0.0,0.0,normal,21
125244,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,23,1.0,0.05,0.0,23,0.05,0.0,0.0,0.0,neptune,19
125245,0,tcp,http,SF,309,1090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,45,0.0,0.0,0.0,255,0.0,0.02,0.03,0.01,normal,21
125249,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,16,1.0,0.07,0.0,16,0.05,0.0,0.0,0.0,neptune,21
125250,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.0,0.38,0.0,3,0.01,0.08,0.0,0.0,normal,18
125251,0,udp,domain_u,SF,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0.0,0.0,0.0,230,0.01,0.01,0.0,0.0,normal,18
125253,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,1,0.03,1.0,0.0,1,0.99,0.0,0.0,1.0,satan,18
125254,0,tcp,klogin,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,13,1.0,0.06,0.0,20,0.07,0.0,0.0,0.0,neptune,19
125255,0,tcp,http,SF,308,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,245,0.0,0.01,0.01,0.02,normal,21
125258,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,8,0.01,0.11,0.0,0.0,normal,19
125259,0,tcp,http,SF,346,1211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.09,0.0,0.0,191,0.0,0.01,0.02,0.0,normal,21
125260,0,tcp,http,SF,277,267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,normal,21
125261,0,tcp,other,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.73,1.0,0.0,1.0,portsweep,15
125262,0,tcp,http,SF,201,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
125263,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,7,0.0,0.07,0.0,7,0.09,0.0,0.0,1.0,neptune,21
125264,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,1.0,0.06,0.0,10,0.07,0.0,0.0,0.0,neptune,21
125267,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,19,1.0,0.06,0.0,2,0.08,0.0,0.0,0.0,neptune,21
125268,0,tcp,nnsp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,0.0,0.07,0.0,1,0.07,0.0,0.0,1.0,neptune,19
125269,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0.0,0.0,0.0,255,0.0,0.01,0.11,0.83,normal,21
125271,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.0,0.75,0.0,1,0.09,0.0,0.0,0.0,neptune,18
125272,0,tcp,http,SF,243,775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,13,0.0,0.0,0.31,255,0.0,0.0,0.0,0.0,normal,21
125273,0,tcp,gopher,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,18,1.0,0.07,0.0,18,0.07,0.0,0.0,0.0,neptune,20
125275,0,tcp,http,SF,289,899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,255,0.0,0.01,0.03,0.0,normal,21
125278,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,255,0.0,0.08,0.28,1.0,normal,21
125279,0,udp,domain_u,SF,44,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,258,0.0,0.0,0.0,236,0.01,0.0,0.0,0.0,normal,18
125280,0,tcp,http,SF,307,587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,255,0.0,0.1,0.04,0.0,normal,21
125281,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.0,0.0,231,0.0,1.0,0.06,0.0,normal,17
125283,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0.0,0.0,1.0,255,0.0,1.0,0.5,0.0,ipsweep,18
125284,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,4,1.0,0.07,0.0,15,0.08,0.0,0.0,0.0,neptune,20
125285,0,tcp,netbios_ssn,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,11,0.0,0.06,0.0,11,0.07,0.0,0.0,1.0,neptune,21
125290,0,udp,domain_u,SF,45,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,233,0.01,0.0,0.0,0.0,normal,18
125291,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,200,0.0,0.0,0.01,255,0.0,0.01,0.0,0.0,normal,18
125292,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1.0,0.5,0.0,55,0.02,0.0,0.0,0.0,neptune,19
125294,0,udp,domain_u,SF,44,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,287,0.0,0.0,0.01,253,0.01,0.0,0.0,0.0,normal,18
125295,0,tcp,http,SF,191,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,255,0.0,0.01,0.04,0.01,normal,21
125297,0,tcp,http,SF,296,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,47,0.0,0.0,0.09,255,0.0,0.01,0.03,0.0,normal,21
125298,0,tcp,ftp_data,SF,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,111,0.02,0.6,0.02,0.0,normal,21
125299,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,17,1.0,0.05,0.0,37,0.06,0.01,0.0,0.0,neptune,18
125300,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,17,1.0,0.07,0.0,19,0.08,0.0,0.0,0.0,neptune,21
125301,0,tcp,http,SF,205,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,normal,21
125304,0,tcp,link,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,23,1.0,0.05,0.0,23,0.05,0.0,0.0,0.0,neptune,18
125306,0,tcp,http,SF,144,584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,255,0.0,0.33,0.05,0.0,normal,21
125307,0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,176,0.01,0.01,0.0,0.0,normal,20
125308,0,tcp,kshell,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,5,1.0,0.06,0.0,5,0.07,0.0,0.0,0.0,neptune,19
125309,0,tcp,http,SF,203,1024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,255,0.0,0.01,0.02,0.0,normal,21
125310,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,8,1.0,0.06,0.0,8,0.07,0.0,0.0,0.0,neptune,20
125311,0,tcp,http,SF,219,1271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
125316,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,13,0.0,1.0,0.54,0.0,ipsweep,15
125317,0,tcp,http,SF,308,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0.25,0.0,0.33,255,0.0,0.01,0.02,0.0,normal,18
125318,0,tcp,ftp_data,SF,201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,71,0.09,0.91,0.03,0.0,normal,19
125319,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,18,1.0,0.05,0.0,2,0.07,0.0,0.0,0.0,neptune,18
125320,0,tcp,name,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,25,1.0,0.05,0.0,25,0.05,0.0,0.0,0.0,neptune,18
125321,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0.0,0.0,0.0,65,0.03,0.47,0.0,0.0,teardrop,12
125322,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.0,0.0,0.0,32,0.67,0.13,0.0,0.0,teardrop,15
125323,0,tcp,http,SF,286,672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.75,248,0.0,0.07,0.06,0.0,normal,21
125325,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,195,0.0,0.11,0.09,1.0,normal,21
125326,0,tcp,Z39_50,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,5,0.0,0.07,0.0,5,0.08,0.0,0.0,1.0,neptune,18
125327,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,23,1.0,0.05,0.0,23,0.05,0.0,0.0,0.0,neptune,20
125329,0,tcp,link,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,19,0.0,0.06,0.0,19,0.08,0.0,0.0,1.0,neptune,18
125330,0,tcp,http,SF,222,655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,23,0.0,0.0,0.13,255,0.0,0.0,0.0,0.0,normal,21
125332,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0.0,0.0,0.0,19,0.01,0.07,0.0,0.0,teardrop,15
125334,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,10,1.0,0.06,0.0,10,0.06,0.0,0.0,0.0,neptune,21
125335,0,tcp,http,SF,211,709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,normal,21
125336,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,6,1.0,0.07,0.0,6,0.07,0.0,0.0,0.0,neptune,21
125337,0,tcp,other,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.73,1.0,0.0,1.0,portsweep,15
125338,0,tcp,hostnames,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,3,1.0,0.06,0.0,3,0.06,0.0,0.0,0.0,neptune,21
125339,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,22,1.0,0.05,0.0,22,0.05,0.0,0.0,0.0,neptune,20
125340,0,tcp,auth,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,4,1.0,0.07,0.0,4,0.08,0.0,0.0,0.0,neptune,19
125341,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,12,1.0,0.07,0.0,3,0.07,0.0,0.0,0.0,neptune,21
125343,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,7,1.0,0.06,0.0,6,0.06,0.0,0.0,0.0,neptune,20
125345,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,0.0,1.0,58,0.0,1.0,0.52,0.0,ipsweep,16
125346,0,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.39,0.7,0.0,0.0,normal,21
125349,0,tcp,http,SF,221,189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0.0,0.0,0.3,255,0.0,0.06,0.05,0.0,normal,21
125351,0,tcp,ftp_data,SF,203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,71,0.22,0.44,0.03,0.0,normal,21
125352,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,1.0,0.11,0.0,58,0.04,0.01,0.0,0.0,neptune,18
125353,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,1.0,0.13,0.0,47,0.03,0.01,0.0,0.0,neptune,18
125354,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,0.0,1.0,55,0.0,1.0,0.51,0.0,ipsweep,17
125355,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,19,1.0,0.06,0.0,2,0.07,0.0,0.0,0.0,neptune,18
125357,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,1.0,0.1,0.0,61,0.03,0.01,0.03,0.0,neptune,18
125358,0,tcp,http,SF,233,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,38,0.0,0.0,0.05,250,0.01,0.0,0.0,0.0,normal,20
125359,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,255,0.0,1.0,0.0,0.0,smurf,17
125360,1,tcp,finger,SF,9,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,14,0.02,0.0,0.0,0.0,normal,19
125361,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,17,0.0,0.06,0.0,34,0.06,0.0,0.0,1.0,neptune,18
125362,27,tcp,ftp,SF,332,1063,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,2,0.29,0.14,0.0,0.0,normal,21
125365,0,tcp,echo,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,25,1.0,0.05,0.0,25,0.05,0.0,0.0,0.0,neptune,18
125366,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,17,0.0,0.06,0.0,17,0.06,0.0,0.0,1.0,neptune,21
125367,0,tcp,ldap,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,1.0,0.14,0.0,6,0.09,0.0,0.0,0.0,neptune,18
125369,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,4,1.0,0.06,0.0,4,0.07,0.0,0.0,0.0,neptune,20
125370,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,142,0.0,0.01,0.0,205,0.03,1.0,0.0,0.0,satan,16
125373,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,5,0.0,0.07,0.0,5,0.09,0.0,0.0,1.0,neptune,21
125374,0,tcp,http,SF,324,1060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,255,0.0,0.14,0.03,0.0,normal,21
125375,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,1.0,0.08,0.0,17,0.07,0.0,0.0,0.0,neptune,19
125376,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,14,0.0,0.06,0.0,14,0.06,0.0,0.0,1.0,neptune,21
125377,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0.0,0.12,0.0,11,0.89,0.13,0.0,0.0,satan,18
125379,0,tcp,Z39_50,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,13,0.0,0.06,0.0,13,0.07,0.0,0.0,1.0,neptune,19
125381,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1,0.1,1.0,0.0,1,0.99,0.0,0.0,1.0,satan,20
125382,0,udp,domain_u,SF,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,0.0,0.0,0.0,254,0.01,0.01,0.0,0.0,normal,19
125383,0,tcp,http,SF,219,342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
125385,0,udp,domain_u,SF,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,0.0,0.0,0.01,243,0.01,0.0,0.0,0.0,normal,18
125386,0,tcp,http,SF,351,531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,26,0.0,0.0,0.08,255,0.0,0.0,0.0,0.0,normal,21
125387,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,0.0,1.0,85,0.0,1.0,0.51,0.0,ipsweep,16
125389,0,tcp,netstat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,3,1.0,0.07,0.0,3,0.08,0.0,0.0,0.0,neptune,21
125390,0,tcp,exec,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,23,1.0,0.05,0.0,23,0.05,0.0,0.0,0.0,neptune,19
125392,0,tcp,X11,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,1.0,0.0,1,0.04,0.0,0.0,1.0,satan,16
125393,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.0,0.0,1.0,25,0.0,1.0,0.56,0.0,ipsweep,15
125394,0,tcp,http,SF,253,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,255,0.0,0.02,0.01,0.0,normal,21
125396,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.0,0.0,0.0,125,0.0,0.02,0.16,0.97,normal,20
125397,0,tcp,http,SF,199,176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,255,0.0,0.33,0.02,0.0,normal,21
125398,0,tcp,time,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,12,0.0,0.06,0.0,12,0.07,0.0,0.0,1.0,neptune,18
125399,0,udp,domain_u,SF,44,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,179,0.0,0.01,0.0,240,0.01,0.0,0.0,0.0,normal,18
125400,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,12,1.0,0.06,0.0,5,0.08,0.0,0.0,0.0,neptune,21
125401,0,tcp,iso_tsap,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,17,0.0,0.06,0.0,17,0.07,0.0,0.0,1.0,neptune,18
125405,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0.0,0.0,1.0,129,0.0,1.0,0.5,0.0,ipsweep,16
125406,0,tcp,http,SF,209,619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,17,0.0,0.0,0.12,255,0.0,0.01,0.01,0.0,normal,21
125407,0,udp,other,SF,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2,0.69,0.96,0.0,0.0,normal,21
125408,0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,12,1.0,0.07,0.0,12,0.07,0.0,0.0,0.0,neptune,18
125409,0,tcp,klogin,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0.0,0.08,0.0,2,0.06,0.0,0.0,1.0,neptune,18
125410,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,8,1.0,0.06,0.0,1,0.06,0.0,0.0,0.0,neptune,21
125411,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,5,1.0,0.05,0.0,5,0.05,0.0,0.0,0.0,neptune,19
125413,0,tcp,bgp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,7,0.0,0.06,0.0,7,0.07,0.0,0.0,1.0,neptune,18
125415,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,22,1.0,0.05,0.0,22,0.05,0.0,0.0,0.0,neptune,21
125416,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,8,1.0,0.06,0.0,14,0.07,0.0,0.0,0.0,neptune,19
125417,0,tcp,http,SF,209,352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.0,0.0,0.6,255,0.0,0.03,0.06,0.0,normal,21
125418,0,tcp,ftp_data,SF,637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,75,0.02,0.41,0.03,0.0,normal,21
125421,0,tcp,http,SF,358,747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0.0,0.0,0.29,255,0.0,0.0,0.0,0.0,normal,21
125423,0,tcp,discard,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,20,1.0,0.06,0.0,2,0.08,0.0,0.0,0.0,neptune,18
125424,0,tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,20,1.0,0.06,0.0,1,0.07,0.0,0.0,0.0,neptune,18
125426,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0.0,0.0,1.0,129,0.0,1.0,0.5,0.0,ipsweep,16
125427,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,1.0,0.08,0.0,62,0.03,0.01,0.0,0.0,neptune,19
125429,0,tcp,ftp_data,SF,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,12,0.07,0.11,0.17,0.0,normal,20
125430,0,tcp,daytime,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,6,1.0,0.07,0.0,4,0.07,0.0,0.0,0.0,neptune,19
125431,0,tcp,time,SF,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,25,0.0,0.04,0.0,0.0,normal,18
125432,0,tcp,http,SF,200,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,255,0.0,0.04,0.04,0.0,normal,21
125434,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,24,0.69,0.1,0.0,0.0,teardrop,15
125435,0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1,1.0,0.07,0.0,1,0.09,0.0,0.0,0.0,neptune,20
125436,0,tcp,http,SF,251,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,251,0.01,0.0,0.0,0.0,normal,21
125437,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.18,1.0,0.0,1,1.0,0.0,0.0,1.0,satan,20
125438,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,20,1.0,0.04,0.0,20,0.05,0.0,0.0,0.0,neptune,19
125439,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0.0,0.0,1.0,85,0.0,1.0,0.51,0.0,ipsweep,16
125441,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,20,0.0,0.06,0.0,20,0.07,0.0,0.0,1.0,neptune,20
125442,0,tcp,http,SF,234,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,255,0.0,0.0,0.01,0.0,normal,21
125444,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,152,0.0,0.04,0.12,0.86,normal,21
